AÑO,TRIMESTRE,PROVEEDOR,No. ACCESOS FIJOS A INTERNET,PARTICIPACIÓN
2023,2,CENTRO DE NEGOCIOS VANNCEL SAS,492,"0,01"
2021,4,TECNO MELCON SAS,301,0
2022,3,GRUPO COLIBRI S.A.S,1532,"0,02"
2021,4,SERVICIOS INTEGRALES DE TELECOMUNICACIONES TURISMO ENERGIA Y CONSTRUCCION SERVIT,520,"0,01"
2022,1,CONECTA COMUNICACIONES SAS,606,"0,01"
2022,1,NETWORK DAT@LINK S.A.S.,1337,"0,02"
2020,3,INTERLANS S.A.S.,3010,"0,04"
2021,3,CABLE DIGITAL DE COLOMBIA SAS,1330,"0,02"
2022,3,NARENET S.A.S ZOMAC,424,0
2020,3,FIBRAWISP S.A.S,155,0
2021,2,FABRIMETAL ARROYAVE S.A.S.,481,"0,01"
2022,3,SYSTEL COMUNICACIONES CARTAGO S.A.S.,3101,"0,03"
2021,3,FIBRANET SOLUCIONES SAS,100,0
2021,4,CABLE GUAJIRA LTDA,110,0
2021,3,QUALITY NET COMUNICACIONES S.A.S.,90,0
2021,4,WEBEX S.A.S,914,"0,01"
2020,3,INTERMEGAMUNDO PARTNERS SAS,674,"0,01"
2020,3,CONEXION TOTAL DE OCCIDENTE S.A.S,726,"0,01"
2021,1,CUNDINET WIRELESS S.A.S.,123,0
2022,2,YESTCOBE COMUNICACIONES SAS,468,"0,01"
2022,3,CONEXION TOTAL DE OCCIDENTE S.A.S,1084,"0,01"
2020,3,IP TECHNOLOGIES SAS,907,"0,01"
2020,4,TECNISOLUCIONES DENAR SAS,109,0
2023,2,CATV NETWORK LATAM S.A.S,1104,"0,01"
2022,3,FIBERTEC CONEXION S.A.S,650,"0,01"
2022,1,AT�T GLOBAL NETWORK SERVICES COLOMBIA LTDA.,21,0
2021,4,SIMPLE COMUNICACIONES SAS,2549,"0,03"
2020,3,DANHER REDES Y SERVICIOS S.A.S.,775,"0,01"
2021,3,POWERLINK TELECOMUNICACIONES S.A.S,9,0
2021,4,EME S.A.,16997,"0,2"
2023,2,SOTO NORTE DIGITAL S.A.S ZOMAC,54,0
2022,3,RACOM S.A.S. REDES Y ASESORIAS EN COMUNICACIONES,113,0
2021,2,TELECOMUNICACIONES FACILRED FJM S.A.S. ZOMAC,32,0
2020,4,L@TINNETWORK SAS,12,0
2020,4,CONEXION WISP S.A.S,113,0
2021,4,SERVIRED 3D SAS,482,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,3350010,"38,02"
2023,2,RM TELECOMUNICACIONES MOMPOS S.A.S,390,0
2023,2,SISTELME SAS,993,"0,01"
2023,2,TELECOMUNICACIONES DEL SAN JORGE Y LA MOJANA SAS,928,"0,01"
2023,2,TV GAITAN TELECOMUNICACIONES S.A.S,483,"0,01"
2023,2,WIRELESS COMMUNICATIONS COLOMBIA S.A.S. - WIRLCOMM S.A.S.,349,0
2021,1,MIRAVISION S.A.S,1519,"0,02"
2021,2,FIBERNET PLUS S.A.S,164,0
2020,4,COMPA�IA INTEGRAL DE RECURSOS EN TELECOMUNICACIONES SAS,23,0
2021,3,REINA CONEXION S.A.S.,53,0
2022,2,DIGICOMS SAS,757,"0,01"
2023,2,RED-INALSOLUCIONES SAS,359,0
2022,3,CABLENET DEL SUR TELECOMUNICACIONES SAS,761,"0,01"
2023,2,VPN INGENIER�A EN TELECOMUNICACIONES S.A.S.,968,"0,01"
2021,1,ENLACES JR SAS,43,0
2022,2,CONECTANDO ANDO SAS,136,0
2022,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,683741,"7,67"
2022,2,IO SUPPLY S.A.S.,408,0
2021,3,GTEL TELECOMUNICACIONES S.A.S.,883,"0,01"
2021,1,SILCOM TELECOMUNICACIONES S.A.S.,850,"0,01"
2022,2,AT�T GLOBAL NETWORK SERVICES COLOMBIA LTDA.,20,0
2021,1,POLINET TELECOMUNICACIONES COLOMBIA SAS,7,0
2021,2,SINERGY SOLUCIONES INTEGRALES S.A.S,4351,"0,05"
2021,3,CONEXIONES TECNOLOGICAS Y COMUNICACION SAS,17952,"0,2"
2021,1,ASONET COLOMBIA LTDA,2405,"0,03"
2021,2,SISTELINTER S.A.S,130,0
2021,1,BANSAT S.A.,223,0
2022,2,INVERSIONES JALMAR S.A.S,9,0
2022,1,INTERLOOP S.A.S,309,0
2021,4,IP RED LTDA.,764,"0,01"
2022,3,WIRELESS COMMUNICATIONS COLOMBIA S.A.S. - WIRLCOMM S.A.S.,346,0
2021,4,MEGAS.NET S.A.S.,674,"0,01"
2021,1,CABLENETWORK COMUNICACIONES S.A.S.,572,"0,01"
2021,1,ZUMACOMUNICACIONESDECOLOMBIASA,1338,"0,02"
2022,1,SUPER WOW COLOMBIA S.A.S.,1376,"0,02"
2022,2,FIBRAWISP S.A.S,283,0
2021,4,ALTITUD STUDIOS S A S,751,"0,01"
2021,2,REDECONES DE OCCIDENTE S.A.S.,17,0
2022,3,TECNO MELCON SAS,571,"0,01"
2020,4,HIZ TELECOMUNICACIONES S.A.S,1847,"0,02"
2021,4,SPACE COMUNICACIONES S.A.S.,3309,"0,04"
2020,4,JASTANET SAS,1082,"0,01"
2022,3,BARULE TELECOMUNICACIONES S.A.S.,396,0
2022,3,TV CABLE EL CENTRO SAS,1333,"0,02"
2021,4,BANSAT S.A.,328,0
2022,2,INTERDAYK - TV. S.A.S.,105,0
2021,1,FIBERTEC CONEXION S.A.S,350,0
2022,2,CABLE HOGAR.NET S.A.S.,380,0
2022,3,ISANET TELECOMUNICACIONES SAS,3,0
2020,3,CONNECT TELECOMUNICACIONES SAS,468,"0,01"
2021,1,MACRODESK COMUNICACIONES S.A.S,734,"0,01"
2021,3,"ATYCO - ASESORIAS, TECNOLOGIA Y COMUNICACIONES S.A.S",593,"0,01"
2021,3,L@TINNETWORK SAS,773,"0,01"
2022,2,SERVISKYNET TELECOMUNICACIONES S.A.S.,159,0
2021,3,INGENIERIA ELECTRONICA COLOMBIANA S A S,10,0
2020,4,CONEXXION WI-FI LTDA,166,0
2021,2,TELENET DATOS.NET S.A.S,734,"0,01"
2022,3,RIONEGRO TELECOMUNICACIONES S.A.S.,225,0
2022,3,CONEXION R&G S.A.S.,1525,"0,02"
2022,1,MIRAVISION S.A.S,2207,"0,03"
2020,4,OPITASENLINEA S.A.S.,112,0
2022,2,ANTELNET COMUNICACIONES S.A.S.,295,0
2022,2,ENTRE RED CONECTANDO EXPERIENCIAS S.A.S,400,0
2021,2,TOTAL BAND COMUNICACIONES S.A.S,263,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,3346105,"38,31"
2023,2,IMALLI COMUNICACIONES SAS,258,0
2023,1,EDATEL S.A.,128679,"1,43"
2023,2,ASOCIACION ANTENA PARABOLICA AMAGA,874,"0,01"
2023,2,MEGARED DE COLOMBIA SAS,1404,"0,02"
2023,2,CYD COMUNICACIONES SAS,857,"0,01"
2023,2,CONEXIONES ARPAZ S.A.S,115,0
2023,2,CON�CTATE TELECOMUNICACIONES S.A.S,292,0
2023,2,INTERCOM COLOMBIA LTDA,68,0
2023,2,SCUTI TECH S.A.S,102,0
2023,2,TELECOMUNICACIONES FACILRED S.A.S.,1550,"0,02"
2021,2,HOLA WE DIGITAL S.A.S,261,0
2020,3,R&R TELECOMUNICACIONES S.A.S,846,"0,01"
2021,3,REDES F.OPTICAS S.A.S.,1243,"0,01"
2022,3,CNC DEL MAR S.A.S E.S.P,847,"0,01"
2022,3,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,2485,"0,03"
2022,3,SMART.NET TELECOMUNICACIONES SAS,68,0
2022,1,SERVICIOS PROFESIONALES WICOM S.A.S,8064,"0,09"
2022,3,SOLUCIONES INTEGRALES EN TECNOLOGIA Y SEGURIDAD COMPUSEG S.A.S,510,"0,01"
2020,4,COMPUSEB SOLUTIONS SAS,569,"0,01"
2021,3,INTERURAL SAS,142,0
2021,3,ACERDI SOLUCIONES INTELIGENTE S.A.S,513,"0,01"
2022,2,REDES Y TELECOMUNICACIONES INGENIER�A SAS,186,0
2021,2,COMPA�IA DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION S.A.S.,31,0
2021,1,MICEL COMUNICACIONES S.A.S,88,0
2023,2,SISTEMAS REDES INGENIERIA SAS,14,0
2022,2,ISANET TELECOMUNICACIONES SAS,3,0
2022,2,SOPORTEC SOCIEDAD POR ACCIONES SIMPLIFICADA,2,0
2022,1,FIBER HOME TELECOMUNICACIONES SAS,291,0
2022,3,INVERSIONES ZULUAGA SEJIN S.A.S.,4898,"0,06"
2021,1,"SOCIEDAD DE TELEVISION, MERCADEOS Y TELECOMUNICACIONES S.A.S",920,"0,01"
2020,3,"SOCIEDAD DE TELEVISION, MERCADEOS Y TELECOMUNICACIONES S.A.S",750,"0,01"
2022,1,CLICK OPTICAL NETWORKS S.A.S,163,0
2021,3,CABLE Y TELECOMUNICACIONES DE COLOMBIA S.A.S. CABLETELCO,7109,"0,08"
2022,1,OSEGUTV SAS,457,"0,01"
2020,4,INTERCAR.NET S.A.S.,440,"0,01"
2021,3,GLOB@L SYSTEM WI FI,16,0
2021,3,DATA-TELC COMUNICACIONES SAS,397,0
2020,4,INFINITICS S.A.S.,1,0
2023,2,RIOMED S.A.S.,1664,"0,02"
2021,4,COLUMBUS NETWORKS DE COLOMBIA LTDA,3698,"0,05"
2022,2,NARENET S.A.S ZOMAC,311,0
2021,1,LEOWISP SAS,27,0
2021,3,INFINITELCOM SOLUCIONES S.A.S,465,"0,01"
2022,2,SERVICIOS PROFESIONALES WITEL SAS,39,0
2021,3,INTELCOM CALI SAS,1717,"0,02"
2021,1,PROMOTORA DE TELEVISION. INTERNET Y COMUNICACIONES SAS,2079,"0,02"
2022,1,SUPERFIBRAS COLOMBIA SAS,1846,"0,02"
2022,1,GENESIS DATA LTDA,479,0
2021,4,INTELCOM CALI SAS,1717,"0,02"
2023,2,HIZ TELECOMUNICACIONES S.A.S,2302,"0,03"
2022,1,CONECTIC TELECOMUNICACIONES S.A.S,2994,"0,03"
2022,1,ON-LINE INGENIERIA S.A.S,189,0
2021,2,TURBOMAX TELECOMUNICACIONES S.A.S.,271,0
2021,4,NEXT CONNECTION S.A.S,23,0
2021,2,POWERLINK SERVICES SAS,174,0
2021,4,TURBO REDES TELECOMUNICACIONES S.A.S.,1478,"0,02"
2021,3,EME S.A.,15155,"0,18"
2021,2,RADIO FRECUENCIA COMUNICACIONES S A S,735,"0,01"
2020,3,CABLENET DEL SUR TELECOMUNICACIONES SAS,540,"0,01"
2022,1,INTESOGAMOSO COMUNICACIONES S.A.S,1377,"0,02"
2022,2,EMPRESA DE TECNOLOG�A Y COMUNICACIONES 7 S.A.S ZOMAC,116,0
2021,1,DEAN WISP SAS,21,0
2021,4,STREAMFAST S.A.S.,53,0
2022,3,GEDCOM S.A.S,271,0
2021,3,SOLUCIONES TECNOLOGICAS NUEVO MUNDO S.A.S,393,0
2021,1,FC COMUNICACIONES S.A.S,226,0
2022,3,JERSAL TELECOMUNICACIONES S.A.S,595,"0,01"
2021,2,ASOCIACION ANTENA PARABOLICA AMAGA,431,"0,01"
2021,2,SION TELECOMUNICACIONES S.A.S,1893,"0,02"
2022,2,TV AZTECA SUCURSAL COLOMBIA,408,0
2021,2,MANAR.NET S.A.S.,142,0
2022,1,TEKCOM TECNOLOGIA Y COMUNICACIONES SAS,766,"0,01"
2021,3,GLOBALWIFI SAS,563,"0,01"
2022,2,EJECOM TECNOLOGIA Y REDES DEL EJE CAFETERO S.A.S.,60,0
2023,2,CONECTA EN LINEA CON TUS REDES S.A.S,41,0
2023,2,SINURED SOLUCIONES S.A.S.,369,0
2023,2,ACTIVATE.WEB S.A.S,120,0
2020,4,PROYECTOVISION.CLICK ZOMAC S.A.S,194,0
2023,2,COMUNICACION Y TECNOLOGIA SAS,27,0
2023,1,REDNET GROUP S.A.S,1463,"0,02"
2021,3,GUACATEL SAS,145,0
2020,3,UBIPREL S.A.S,493,"0,01"
2021,2,REDES DIGITALES SAN CARLOS SAS,464,"0,01"
2021,1,CABLE DIGITAL DE COLOMBIA SAS,1260,"0,01"
2021,3,CABLEMAG TELECOMUNICACIONES LTDA,3676,"0,04"
2023,2,FIBRARED PLUS TELECOMUNICACIONES S.A.S.,690,"0,01"
2022,3,CONREDES IM SAS,115,0
2021,2,PLUSNET SOLUCIONES TECNOLOGICAS S.A.S.,8,0
2021,4,PRODITEL SAS,487,"0,01"
2022,3,WIFAO COLOMBIA S.A.S.,283,0
2022,2,DSC TELECOMUNICACIONES S.A.S,110,0
2021,1,HOSTDIME.COM.CO S.A.S.,5,0
2022,1,IT. TECHNOLOGY R&M S.A.S.,94,0
2021,2,ID INTEGRACION DIGITAL SAS,172,0
2020,3,C & C VISION S.A.S.,2890,"0,04"
2022,3,ASOCIACION ANTENA PARABOLICA COMUNITARIA DEL MUNICIPIO DE COCORNA ANTEPACO,588,"0,01"
2022,1,INVERSIONES Y COMUNICACIONES SATELITALES - INVERSAT S.A.S.,1260,"0,01"
2022,2,TELECOMUNICACIONES E INTERNET DE COLOMBIA SAS,422,0
2023,2,INTERED COLOMBIA S.A.S,676,"0,01"
2021,2,DIGICOMS SAS,668,"0,01"
2022,1,ARM TELECOMUNICACIONES SAS,48,0
2020,3,GPM ELECTROCOM S.A.S.,54,0
2022,3,MAXTECHNOLOGY COMUNICACIONES S.A.S,131,0
2021,4,GRUPO PLUS INGENIER�A S A S,26,0
2021,2,EGA COMUNICACIONES S.A.S.,111,0
2021,4,COTV@S TELECOMUNICACIONES S.A.S,41,0
2022,2,CONECTA2 COLOMBIA S.A.S.,141,0
2020,3,FORERO & CIA COMUNICACIONES S.A.S.,1750,"0,02"
2022,2,AROS COMUNICACIONES LIMITADA,1494,"0,02"
2020,4,SYSTEMS AND COMMUNICATIONS S.A.S. - SYSCOM TECNOLOGIA S.A.S.,2940,"0,04"
2021,4,TV MOJANA S.A.S,1133,"0,01"
2022,2,VESGA TELECOMUNICACIONES SAS,2835,"0,03"
2020,3,TEXEL GROUP S.A.S.,9,0
2021,4,VOJ NETWORK CORP S.A.S,3228,"0,04"
2022,1,AJ GLOBAL PROYECTOS NET S.A.S.,710,"0,01"
2022,1,INTERCONEXIONES & COMUNICACIONES SAS,872,"0,01"
2021,3,FIBER HOME TELECOMUNICACIONES SAS,222,0
2022,2,SITELINKS SAS,710,"0,01"
2021,4,ACERDI SOLUCIONES INTELIGENTE S.A.S,529,"0,01"
2020,3,NETBYTE SAS,95,0
2022,2,AXESAT S.A.,2043,0
2020,4,BANSAT S.A.,246,0
2021,4,XPERTIC S.A.S.,10,0
2021,3,ZULDEMAYDA COMUNICACIONES,221,0
2020,3,INTERCOL WISP S.A.S.,699,"0,01"
2021,3,DISTRICABLES LTDA,401,0
2020,4,SUNNOVA SAS,669,"0,01"
2022,3,INTRANET COMUNICACIONES Y SERVICIOS SAS,36,0
2022,1,WISP INTEGRADORES S.A.S,187,0
2021,2,MAXTECHNOLOGY COMUNICACIONES S.A.S,226,0
2020,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,682439,"8,85"
2021,4,"SISTEMAS, TELECOMUNICACIONES & SEGURIDAD S.A.S",3,0
2021,1,ASOCIACION DE COPROPIETARIOS DE TELEVISION COMUNITARIA DE LA UNION - VALLE UNITV,881,"0,01"
2021,3,NEIA SAS,327,0
2020,4,ARM TELECOMUNICACIONES SAS,56,0
2022,2,LOGYCABLE S.A.S.,583,"0,01"
2021,2,TELCAB S.A.S,74,0
2021,1,REDES INTEGRALES DE TELECOMUNICACIONES AYG SAS,841,"0,01"
2023,2,CORPORACION CIVICA PROGRESAR,696,"0,01"
2021,4,SERVICE WELL NET S.A.S,22,0
2022,2,TEXEL GROUP S.A.S.,56,0
2022,2,INTERCOL WISP S.A.S.,1504,"0,02"
2022,3,INGENIANET SAS,80,0
2020,3,ESG COMUNICACIONES S.A.S,1331,"0,02"
2021,3,SOTO NORTE DIGITAL S.A.S ZOMAC,162,0
2022,2,UNICABLE H.D. SAS,7115,"0,08"
2022,3,OCCITEL TELECOMUNICACIONES SAS,298,0
2020,4,FIBERNEXT S.A.S,25,0
2022,2,CENTRAL NET SOLUCIONES INTEGRALES SAS,83,0
2023,2,KAIROS.NET S.A.S,283,0
2023,2,AXESAT S.A.,1828,0
2021,2,JERSAL TELECOMUNICACIONES S.A.S,44,0
2021,4,SISTEMA DE COMUNICACIONES SISTECOM S.A.S.,10,0
2020,4,MARTZFIBRA S.A.S,240,0
2022,1,OCCITEL TELECOMUNICACIONES SAS,301,0
2022,3,ENSATELL S.A.S,30,0
2022,2,DRG-SOLUCIONES SAS,111,0
2020,3,SERVICIOS DE CONECTIVIDAD S.A.S.,213,0
2022,2,SERVIRED COMUNICACIONES S.A.S,50,0
2020,4,BITOL S.A.S,3168,"0,04"
2021,3,DRG-SOLUCIONES SAS,95,0
2020,4,CAMPOCOM SAS,200,0
2022,2,EUTA ZOMAC S.A.S,54,0
2022,3,HM TELECOMUNICACIONES DEL CAUCA SAS,929,"0,01"
2022,3,REAL INNOVACION EN EL DESARROLLO TECNICO BARRANCABERMEJA SANTANDER S.A.S,117,0
2023,2,INFRACOM INFRAESTRUCTURA EN TELECOMUNICACIONES S.A.S,468,"0,01"
2021,4,CABLETRONICS SAS,6,0
2022,3,TELEMATICS NETWORK SAS,851,"0,01"
2020,3,TELARA�A.NET S.A.S.,184,0
2021,4,CLICK OPTICAL NETWORKS S.A.S,173,0
2021,2,INTERGALAXIA SOCIEDAD POR ACCIONES SIMPLIFICADA,397,0
2021,4,DAC INGENIERIAS Y CONSULTORIAS S.A.S,4,0
2022,2,CONREDES IM SAS,120,0
2022,2,MORA COMUNICACIONES SAS,2,0
2021,2,MIRAVISION S.A.S,1520,"0,02"
2023,2,COMPURED BARAYA SAS,91,0
2021,3,EASY NETWORKS S.A.S,3,0
2021,3,GER CONNECTION S.A.S,31,0
2021,1,GROUP TELECOMUNICACIONES P&C SAS,2198,"0,03"
2022,2,LINK TELECOMUNICACIONES S.A.S,5,0
2021,3,SISTELME SAS,485,"0,01"
2021,4,E-GPON TELECOMUNICACIONES S.A.S.,77,0
2022,1,MULTISERVICIOS DIAMANTE S.A.S,102,0
2021,2,UNIRED TELECOMUNICACIONES S.A.S,107,0
2022,3,EASY NETWORK REDES Y TELECOMUNICACIONES SAS,16,0
2021,1,WISP INTEGRADORES S.A.S,183,0
2021,4,HOSTDIME.COM.CO S.A.S.,6,0
2022,2,SOCIEDAD GOMEZ TORRES Y ALVAREZ ARENAS COMPA�IA LIMITADA,1137,"0,01"
2022,2,MARTZFIBRA S.A.S,510,"0,01"
2021,3,FW TELECOMUNICACIONES ZOMAC S.A.S,207,0
2022,3,COLOMBIATEL TELECOMUNICACIONES S.A.S.,5568,"0,06"
2021,4,PRODUCTOS INFORMATICOS DE COLOMBIA - PIDECOL S.A.S.,291,0
2022,2,EASY NETWORKS S.A.S,39,0
2021,4,MERCANET SAS,79,0
2021,3,REDES DEL VALLE POR COLOMBIA S.A.S,50,0
2020,3,TELENETDATOS.COM S.A.S,600,"0,01"
2022,2,AJ GLOBAL PROYECTOS NET S.A.S.,712,"0,01"
2022,3,COMUNICACIONES SUR COLOMBIANA S.A.S,1554,"0,02"
2022,1,WEBEX S.A.S,990,"0,01"
2021,1,MEDIATEL TELECOMUNICACIONES SAS,527,0
2022,2,REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S,1043,"0,01"
2022,2,OSPIREDES S.A.S,463,"0,01"
2021,4,CABLENET DEL SUR TELECOMUNICACIONES SAS,710,"0,01"
2023,2,INNOVANET COMUNICACIONES S.A.S,16,0
2020,3,PRODITEL SAS,132,0
2021,3,CUNDINET WIRELESS S.A.S.,128,0
2021,1,FIBRAWISP S.A.S,260,0
2021,4,TV&M�S S.A.S,4876,"0,06"
2020,4,PANDORA SOLUCIONES INFORMATICAS Y WIRELESS W.I.S.P S.A.S.,424,"0,01"
2023,2,JHEDA COMUNICACIONES SAS,259,0
2020,3,SERTELCON S.A.S.,6,0
2020,4,INGENIERIA E INFORMATICA EMPRESA ASOCIATIVA DE TRABAJO,34,0
2022,2,INTERNETRURAL DEL VALLE S.A.S,59,0
2021,4,SERVIRED LMA COMUNICACIONES SAS,227,0
2022,1,PEOPLE NET. TELECOMUNICACIONES Y TECNOLOGIA S.A.S,335,0
2022,2,IDB FIBRA S.A.S,335,0
2020,4,SUPERCABLE TELECOMUNICACIONES SAS,1024,"0,01"
2023,2,JASZ COMUNICACIONES TECNOLOGICAS E INTERACTIVAS E U,169,0
2022,4,TELECOMUNICACIONES FACILRED S.A.S.,1335,"0,01"
2023,2,TIKNETWORKS SAS,37,0
2023,2,RODRIGO CUSHCAGUA OYAGATA,21,0
2023,2,1NITEC S.A.S.,113,0
2020,4,NETBEAM S.A.S.,21,0
2021,4,IP TECHNOLOGIES SAS,3865,"0,05"
2020,4,SYSTEL COMUNICACIONES CARTAGO S.A.S.,2425,"0,03"
2021,2,CORPORACION CIVICA ESTACION COMUNITARIA DE TELEVISION PERLA DEL TATAMA,484,"0,01"
2022,3,SERVICTEK S.A.S,71,0
2022,3,INTERCONECTY ISP S.A.S,245,0
2021,1,TEVECOM SAS,337,0
2021,4,COOPERATIVA DE SERVICIOS PUBLICOS SONSON LTDA SERVICOOPS E.S.P.,4004,"0,05"
2021,2,INTERLAM TELECOMUNICACIONES SAS,5,0
2023,2,CRL INGENIERIA S.A.S,147,0
2022,3,G&C INGENIEROS SAS,279,0
2021,1,SM@RT NETWORK S.A.S.,127,0
2022,1,SERVIRED SYJ S.A.S,319,0
2021,3,WIFINET TELECOMUNICACIONES S.A.S,230,0
2021,2,DIGITVNET S.A.S,2775,"0,03"
2022,2,HYDRA SOLUCIONES EMPRESARIALES INGENIERIA SAS,779,"0,01"
2020,3,ADN SYSTEM COMUNICACIONES SAS,120,0
2020,4,M&M INVERSIONES MORENO S.A.S,1211,"0,02"
2021,2,CONECTTIC S A S,1560,"0,02"
2023,2,INTERNETRURAL DEL VALLE S.A.S,89,0
2021,2,TV COLOMBIA DIGITAL SAS,5504,"0,06"
2021,2,UNE EPM TELECOMUNICACIONES S.A.,1686313,"20,31"
2020,4,FCF COMUNICACIONES S.A.S.,1163,"0,01"
2021,1,TECNOSERVICOM S.A.S.,12,0
2021,3,EMPRESA DE TELECOMUNICACIONES IQUINET INGENIERIA S.A.S.,2,0
2022,3,MV COMUNICACIONES DEL VALLE S.A.S,7,0
2022,4,TELEMAX TOLIMA SAS,358,0
2022,3,CONNECTION TELECOMUNICACIONES ISP S.A.S,731,"0,01"
2022,3,FUNDACION VISION 20/20 COLOMBIA,123,0
2022,3,IRP - ONE S.A.S,253,0
2023,2,TELE NET CARIBE S.A.S.,170,0
2023,2,DIAMOND SECURITY SYSTEMS S.A.S,448,0
2022,2,TELECOMUNICACIONES FACILRED S.A.S.,999,"0,01"
2021,4,OPTICLINE PLUS TELECOMUNICACIONES S.A.S.,227,0
2023,2,COMUNICACIONES MARFE SOCIEDAD POR ACCIONES SIMPLIFICADA,439,0
2022,3,FIVE BROTHERS S.A.S,3,0
2021,4,CABLE EXITO SAS,9115,"0,1"
2021,2,SUPERREDES SAS,11539,"0,14"
2022,1,ASOCIACION COMUNITARIA PARA EL DESARROLLO DE ANGELOPOLIS,117,0
2021,1,DIGICOMS SAS,661,"0,01"
2021,4,O4IT COLOMBIA LTDA,34,0
2021,3,CORES COMUNICACIONES SAS,132,0
2022,2,@DIGITAL GROUP SAS,286,0
2022,2,TELNEX S.A.S,94,0
2020,4,INVERSIONES BEDOYA RAMIREZ S.A.S.,61,0
2020,4,NETBYTE SAS,96,0
2021,2,NOVANET DIGITAL S.A.S,14,0
2021,4,HOLA WE DIGITAL S.A.S,655,"0,01"
2022,3,DATA-TELC COMUNICACIONES SAS,864,"0,01"
2021,3,ASOCIACION CONCEPCION TELECOMUNICACIONES,185,0
2022,3,SERVICIOS DE COMUNICACIONES INTEGRALES S.A.S,54,0
2022,2,CNC DEL MAR S.A.S E.S.P,828,"0,01"
2021,2,INSITEL S.A.S.,10527,"0,13"
2021,4,ASOCIACION TELEVISION DE SUPIA CALDAS,893,"0,01"
2020,4,RED UNO S.A,3,0
2021,3,RACOM S.A.S. REDES Y ASESORIAS EN COMUNICACIONES,384,0
2022,2,MANAR.NET S.A.S.,71,0
2021,2,MERNAHF SAS,164,0
2022,3,ASOCIACION DE TELEVISION TELEBOYACA,990,"0,01"
2021,2,IP TECHNOLOGIES SAS,2667,"0,03"
2021,1,WIFIMAX NETWORK S.A.S,117,0
2023,2,TECNO REDES MULTISERVICIO S.A.S,19,0
2023,2,CABLEFUTURO TV S.A.S,3409,"0,04"
2023,2,CABLENETBAG S.A.S,1330,"0,01"
2023,2,SUMINISTRO LA SIERRA S.A.S,106,0
2023,2,BLUE NET COLOMBIA SAS,833,"0,01"
2023,2,E-GPON TELECOMUNICACIONES S.A.S.,470,"0,01"
2022,1,COMSSET COMUNICACIONES SAS,2605,"0,03"
2022,2,ASONET COLOMBIA LTDA,3665,"0,04"
2022,1,LEGON TELECOMUNICACIONES S.A.S.,37943,"0,45"
2021,1,ANTENA DE TELEVISION YUMBO S.A.S,18,0
2021,1,"ATYCO - ASESORIAS, TECNOLOGIA Y COMUNICACIONES S.A.S",589,"0,01"
2022,1,SPACE COMUNICACIONES S.A.S.,2592,"0,03"
2021,4,VIVO TELECOMUNICACIONES S.A.S.,821,"0,01"
2021,4,TV INTERR COMUNICACIONES S.A.S.,278,0
2020,3,TV ISLA LTDA,586,"0,01"
2021,3,TV RED ABREGO S.A.S,999,"0,01"
2021,4,GLOBALTRONIK S.A.S,1052,"0,01"
2021,2,FIBRAWISP S.A.S,254,0
2021,2,INTERCOM SOLUCIONES TECNOLOGICAS SAS,672,"0,01"
2022,2,CISNEROS TELECOMUNICACIONES S.A.S,204,0
2020,3,CONECTIC SOLUCIONES INTEGRALES TIC S.A.S,46,0
2022,1,ELECTRONICA Y TELECOMUNICACIONES DE COLOMBIA S. A. S. - ETELCO S. A. S.,329,0
2021,1,NETWORK-TICS SAS,20,0
2022,3,"SISTEMAS, TELECOMUNICACIONES & SEGURIDAD S.A.S",26,0
2020,4,SERVIDATA ELECTRONIC SAS,138,0
2021,2,HOME TV COMUNICACIONES S.A.S.,2137,"0,03"
2021,4,SERTELCON S.A.S.,26,0
2022,2,INTELCOM CALI SAS,1753,"0,02"
2021,1,WIFINET TELECOMUNICACIONES S.A.S,172,0
2021,1,MUNDO CAM S.A.S.,120,0
2021,4,CABLE CAUCA COMUNICACIONES SA,3883,"0,04"
2021,2,CORPORACION CIVICA PROGRESAR,667,"0,01"
2020,4,SISTELINTER S.A.S,174,0
2022,3,COLOMBIACOM SAS,7,0
2022,2,MEGARED COMUNICACIONES S.A.S.,670,"0,01"
2021,1,S.I.G.I - SISTEMA INTEGRAL DE GESTION INFORMATICA S.A.S.,20,0
2022,3,WIFI ALTERNATIVO VALLE S.A.S,269,0
2021,4,STARNET.NET S.A.S.,473,0
2022,2,OSPINA COMUNICACIONES DE COLOMBIA S.A.S,163,0
2023,2,INTELNEXT SAS,198,0
2020,4,ONDAS TECNOLOGIA Y COMUNICACIONES LTDA,635,"0,01"
2020,3,SERVICIOS INTEGRALES PERSONALIZADOS SAS,176,0
2023,2,INTERNET ZAPATOCA SAS,338,0
2022,3,EXODO 20 FIBRA OPTICA S.A.S.,586,"0,01"
2021,3,INVERSIONES Y COMUNICACIONES SATELITALES - INVERSAT S.A.S.,1045,"0,01"
2021,2,ASIS OBRAS Y SERVICIOS S.A.S,150,0
2022,2,CABLEANTEL S.A.S.,88,0
2020,3,EYON RV S.A.S,80,0
